"subjects"	"S"	"flankers"	"R"	"rt"
"4953"	"9"	"left"	"congruent"	"left"	0.295250858231339
"5025"	"9"	"left"	"incongruent"	"left"	0.130945484782084
"1365"	"9"	"right"	"congruent"	"right"	0.289709325890049
"4821"	"9"	"right"	"congruent"	"right"	0.325626990589292
"5505"	"9"	"left"	"incongruent"	"left"	0.916804755487577
"2553"	"9"	"left"	"congruent"	"left"	0.212759182666374
"5421"	"9"	"right"	"incongruent"	"right"	0.315915953185375
"2217"	"9"	"left"	"congruent"	"right"	0.154517438176071
"3141"	"9"	"right"	"congruent"	"right"	0.185281914021836
"693"	"9"	"right"	"congruent"	"right"	0.371696430941357
"1401"	"9"	"left"	"congruent"	"left"	0.143257311865317
"993"	"9"	"left"	"incongruent"	"right"	0.546371553403521
"2709"	"9"	"right"	"congruent"	"right"	0.201709754113923
"321"	"9"	"left"	"incongruent"	"right"	0.637402505012991
"837"	"9"	"right"	"congruent"	"right"	0.163480747205353
"981"	"9"	"right"	"congruent"	"right"	0.445682808896405
"537"	"9"	"left"	"congruent"	"left"	0.207547776985605
"4833"	"9"	"left"	"incongruent"	"left"	0.390249458641566
"141"	"9"	"right"	"incongruent"	"right"	0.35727268192386
"4125"	"9"	"right"	"incongruent"	"right"	0.246209308851941
"2697"	"9"	"left"	"congruent"	"left"	0.234407218062435
"4005"	"9"	"right"	"congruent"	"left"	0.154384232119975
"2493"	"9"	"right"	"incongruent"	"left"	0.695352319065092
"3513"	"9"	"left"	"congruent"	"left"	0.199352316692083
"621"	"9"	"right"	"incongruent"	"right"	0.423088573142307
"1761"	"9"	"left"	"incongruent"	"left"	0.586032100516206
"4221"	"9"	"right"	"incongruent"	"right"	0.297393964945386
"4089"	"9"	"left"	"congruent"	"left"	0.11782096823287
"2685"	"9"	"right"	"incongruent"	"right"	0.220819142398468
"4593"	"9"	"left"	"incongruent"	"left"	0.471249226495104
"3381"	"9"	"right"	"congruent"	"right"	0.23172176128592
"945"	"9"	"left"	"incongruent"	"left"	0.136977527450428
"4461"	"9"	"right"	"incongruent"	"right"	0.147348557983951
"9"	"9"	"left"	"congruent"	"left"	0.226620378025428
"933"	"9"	"right"	"congruent"	"right"	0.173199050726005
"3657"	"9"	"left"	"congruent"	"left"	0.949516140608
"1341"	"9"	"right"	"incongruent"	"right"	0.697163486433725
"4773"	"9"	"right"	"congruent"	"right"	0.173083432882943
"1557"	"9"	"right"	"congruent"	"right"	0.270473530216887
"3597"	"9"	"right"	"incongruent"	"right"	0.708098586608391
"909"	"9"	"right"	"incongruent"	"right"	0.20747480321509
"873"	"9"	"left"	"congruent"	"left"	0.196940288104421
"3177"	"9"	"left"	"congruent"	"left"	0.276009750683341
"5433"	"9"	"left"	"congruent"	"left"	0.242274732577894
"4545"	"9"	"left"	"incongruent"	"left"	0.223520507365591
"2829"	"9"	"right"	"incongruent"	"right"	0.378148508476497
"3813"	"9"	"right"	"congruent"	"right"	0.121451058729428
"261"	"9"	"right"	"congruent"	"right"	0.131929704242952
"1413"	"9"	"right"	"congruent"	"right"	0.201133621347
"3333"	"9"	"right"	"congruent"	"left"	0.115712762101266
"3213"	"9"	"right"	"incongruent"	"left"	0.318635931600162
"1425"	"9"	"left"	"incongruent"	"left"	0.368494532663234
"1461"	"9"	"right"	"congruent"	"right"	0.186892934168567
"1881"	"9"	"left"	"congruent"	"left"	0.130867202269472
"1281"	"9"	"left"	"incongruent"	"right"	0.368335342491113
"417"	"9"	"left"	"incongruent"	"left"	0.315090103705414
"1941"	"9"	"right"	"congruent"	"right"	0.246778518246619
"2397"	"9"	"right"	"incongruent"	"right"	0.598262911319292
"4389"	"9"	"right"	"congruent"	"right"	0.135900301959601
"21"	"9"	"right"	"congruent"	"right"	0.120545801995726
"3801"	"9"	"left"	"congruent"	"left"	0.164628701882904
"213"	"9"	"right"	"congruent"	"right"	0.250442226829264
"525"	"9"	"right"	"incongruent"	"left"	0.30485693884898
"5517"	"9"	"right"	"incongruent"	"right"	0.447904966101452
"2517"	"9"	"right"	"congruent"	"right"	0.169323964959795
"2133"	"9"	"right"	"congruent"	"right"	0.164048686825919
"2445"	"9"	"right"	"incongruent"	"right"	0.342040438382177
"657"	"9"	"left"	"incongruent"	"left"	0.94678910356583
"1377"	"9"	"left"	"incongruent"	"left"	0.110406215351365
"2301"	"9"	"right"	"incongruent"	"left"	0.484881423810883
"585"	"9"	"left"	"congruent"	"left"	0.38481074745114
"2289"	"9"	"left"	"incongruent"	"left"	0.180426066210096
"4809"	"9"	"left"	"congruent"	"left"	0.115221721791202
"489"	"9"	"left"	"congruent"	"left"	0.245910459669468
"1965"	"9"	"right"	"incongruent"	"right"	0.158714250226087
"957"	"9"	"right"	"incongruent"	"right"	0.184290720000359
"1893"	"9"	"right"	"congruent"	"right"	0.574694303452197
"2349"	"9"	"right"	"incongruent"	"right"	0.16420700269621
"1149"	"9"	"right"	"incongruent"	"left"	0.151950057858811
"345"	"9"	"left"	"congruent"	"left"	0.185195556096384
"2385"	"9"	"left"	"incongruent"	"left"	0.145492931200266
"1173"	"9"	"right"	"congruent"	"right"	0.120307219988634
"45"	"9"	"right"	"incongruent"	"right"	0.382281258874539
"1449"	"9"	"left"	"congruent"	"left"	0.32979266692342
"2241"	"9"	"left"	"incongruent"	"left"	0.346610943599002
"669"	"9"	"right"	"incongruent"	"left"	0.843737614297422
"2841"	"9"	"left"	"congruent"	"left"	0.233389409481934
"645"	"9"	"right"	"congruent"	"right"	0.282679795450902
"2181"	"9"	"right"	"congruent"	"right"	0.315916839102223
"4485"	"9"	"right"	"congruent"	"right"	0.233467330771278
"3285"	"9"	"right"	"congruent"	"left"	0.11690519825762
"1737"	"9"	"left"	"congruent"	"left"	0.121621700611556
"573"	"9"	"right"	"incongruent"	"right"	0.170793368365749
"4641"	"9"	"left"	"incongruent"	"left"	0.223356117856305
"1473"	"9"	"left"	"incongruent"	"left"	0.33525542254873
"2853"	"9"	"right"	"congruent"	"right"	0.445718894898367
"189"	"9"	"right"	"incongruent"	"right"	0.180291675083507
"1629"	"9"	"right"	"incongruent"	"left"	0.283339464279693
"5277"	"9"	"right"	"incongruent"	"right"	0.233094320615004
"2121"	"9"	"left"	"congruent"	"left"	0.207673120648242
"2529"	"9"	"left"	"incongruent"	"left"	0.27069771089718
"1690"	"10"	"left"	"congruent"	"left"	0.369745376293731
"1858"	"10"	"left"	"incongruent"	"left"	0.826240051313426
"1570"	"10"	"left"	"incongruent"	"left"	0.392561433459163
"898"	"10"	"left"	"incongruent"	"left"	0.247155503583979
"5314"	"10"	"left"	"incongruent"	"left"	0.394351117663342
"1786"	"10"	"left"	"congruent"	"left"	0.277215199860239
"5518"	"10"	"right"	"incongruent"	"right"	0.556514139049233
"34"	"10"	"left"	"incongruent"	"left"	0.534926971217624
"2362"	"10"	"left"	"congruent"	"left"	0.249267545241175
"742"	"10"	"right"	"congruent"	"right"	0.240673647508115
"1270"	"10"	"right"	"congruent"	"right"	0.218439505575066
"778"	"10"	"left"	"congruent"	"left"	0.282348737601311
"4498"	"10"	"left"	"incongruent"	"left"	0.347210736784356
"5158"	"10"	"right"	"congruent"	"right"	0.272816643803635
"2998"	"10"	"right"	"congruent"	"right"	0.181385708847332
"2878"	"10"	"right"	"incongruent"	"right"	0.527027254344735
"3082"	"10"	"left"	"congruent"	"left"	0.365894242351015
"2230"	"10"	"right"	"congruent"	"right"	0.744470246482632
"1750"	"10"	"right"	"congruent"	"right"	0.257374861133629
"5302"	"10"	"right"	"congruent"	"right"	0.668596153648749
"5086"	"10"	"right"	"incongruent"	"right"	0.317923491994161
"4858"	"10"	"left"	"congruent"	"left"	0.18707610634324
"910"	"10"	"right"	"incongruent"	"left"	0.502149466670987
"2182"	"10"	"right"	"congruent"	"left"	0.701579381953854
"2206"	"10"	"right"	"incongruent"	"right"	0.222753168013667
"3226"	"10"	"left"	"congruent"	"left"	0.495836731344545
"4126"	"10"	"right"	"incongruent"	"right"	0.767681832538089
"5134"	"10"	"right"	"incongruent"	"right"	0.182026648217913
"1966"	"10"	"right"	"incongruent"	"right"	0.221476543298386
"514"	"10"	"left"	"incongruent"	"left"	0.271379649575927
"2554"	"10"	"left"	"congruent"	"left"	0.245785885933393
"2986"	"10"	"left"	"congruent"	"left"	0.342814946963462
"3298"	"10"	"left"	"incongruent"	"left"	0.239222024812196
"1726"	"10"	"right"	"incongruent"	"right"	0.200376452876976
"3550"	"10"	"right"	"incongruent"	"right"	0.72170165256755
"4738"	"10"	"left"	"incongruent"	"left"	0.200699116761076
"1426"	"10"	"left"	"incongruent"	"right"	0.373099636993185
"694"	"10"	"right"	"congruent"	"right"	0.353315048125383
"3934"	"10"	"right"	"incongruent"	"right"	0.190821572338906
"1606"	"10"	"right"	"congruent"	"right"	0.296243730161026
"4546"	"10"	"left"	"incongruent"	"left"	0.432901419920619
"2938"	"10"	"left"	"congruent"	"left"	0.371434144098587
"874"	"10"	"left"	"congruent"	"left"	0.406687808518777
"3442"	"10"	"left"	"incongruent"	"left"	0.988982474328188
"5266"	"10"	"left"	"incongruent"	"left"	0.651923554535318
"4234"	"10"	"left"	"congruent"	"left"	0.583817124019563
"4642"	"10"	"left"	"incongruent"	"left"	0.26658439645126
"850"	"10"	"left"	"incongruent"	"left"	0.919374805425142
"5374"	"10"	"right"	"incongruent"	"right"	0.198272802721701
"1534"	"10"	"right"	"incongruent"	"right"	0.39612948712272
"190"	"10"	"right"	"incongruent"	"right"	0.323924769466088
"238"	"10"	"right"	"incongruent"	"right"	0.272941330868273
"5146"	"10"	"left"	"congruent"	"left"	0.464748243457155
"2266"	"10"	"left"	"congruent"	"left"	0.60236283697395
"790"	"10"	"right"	"congruent"	"right"	0.382064252579134
"2758"	"10"	"right"	"congruent"	"right"	0.19944627105504
"610"	"10"	"left"	"incongruent"	"left"	0.319583264440634
"2674"	"10"	"left"	"incongruent"	"left"	0.480178138362939
"922"	"10"	"left"	"congruent"	"left"	0.919143714349593
"658"	"10"	"left"	"incongruent"	"right"	0.381376517282086
"1618"	"10"	"left"	"incongruent"	"left"	0.483928505092569
"2926"	"10"	"right"	"incongruent"	"right"	0.354648227632713
"3814"	"10"	"right"	"congruent"	"left"	0.249975043847856
"5422"	"10"	"right"	"incongruent"	"right"	0.412526679298847
"3994"	"10"	"left"	"congruent"	"left"	0.271121935907563
"2578"	"10"	"left"	"incongruent"	"left"	0.442841234390546
"4426"	"10"	"left"	"congruent"	"left"	0.602924917022976
"1654"	"10"	"right"	"congruent"	"right"	0.341163402231604
"4474"	"10"	"left"	"congruent"	"left"	0.667420637858123
"1150"	"10"	"right"	"incongruent"	"right"	0.361732631711507
"2650"	"10"	"left"	"congruent"	"left"	0.763022656570841
"5386"	"10"	"left"	"congruent"	"left"	0.456639117510041
"754"	"10"	"left"	"incongruent"	"left"	0.695498115235401
"2170"	"10"	"left"	"congruent"	"left"	0.668105670425983
"4798"	"10"	"right"	"incongruent"	"right"	0.608739466566555
"4870"	"10"	"right"	"congruent"	"right"	0.410594374991831
"4342"	"10"	"right"	"congruent"	"right"	0.579459411958826
"2914"	"10"	"left"	"incongruent"	"left"	0.46077720635965
"2830"	"10"	"right"	"incongruent"	"left"	0.667057765938953
"802"	"10"	"left"	"incongruent"	"left"	0.549693217889478
"10"	"10"	"left"	"congruent"	"left"	0.655463194538971
"4330"	"10"	"left"	"congruent"	"left"	0.293590377614925
"1762"	"10"	"left"	"incongruent"	"left"	0.399847684044593
"2422"	"10"	"right"	"congruent"	"right"	0.430089753277988
"706"	"10"	"left"	"incongruent"	"left"	0.457940801302638
"3382"	"10"	"right"	"congruent"	"right"	0.986823156768322
"2194"	"10"	"left"	"incongruent"	"right"	0.415902050878168
"4654"	"10"	"right"	"incongruent"	"right"	0.268654994862322
"3574"	"10"	"right"	"congruent"	"right"	0.746980872965682
"4102"	"10"	"right"	"congruent"	"right"	0.294623541519068
"1918"	"10"	"right"	"incongruent"	"right"	0.384110357870128
"46"	"10"	"right"	"incongruent"	"right"	0.966643108362421
"5398"	"10"	"right"	"congruent"	"right"	0.417227018676938
"826"	"10"	"left"	"congruent"	"right"	0.331678326984131
"202"	"10"	"left"	"congruent"	"left"	0.242351137176387
"1318"	"10"	"right"	"congruent"	"right"	0.720195881890348
"4834"	"10"	"left"	"incongruent"	"left"	0.537700279882519
"3142"	"10"	"right"	"congruent"	"right"	0.343822911997239
"370"	"10"	"left"	"incongruent"	"right"	0.874428536619781
"2278"	"10"	"right"	"congruent"	"right"	0.370351455053437
"2254"	"10"	"right"	"incongruent"	"right"	0.964060049994657
"2086"	"10"	"right"	"congruent"	"right"	0.366084320490034
"1378"	"10"	"left"	"incongruent"	"left"	0.177545662202629
"538"	"10"	"left"	"congruent"	"left"	0.260355676722418
"4606"	"10"	"right"	"incongruent"	"right"	0.885936619616927
"1954"	"10"	"left"	"incongruent"	"left"	0.961616411583959
"4594"	"10"	"left"	"incongruent"	"left"	0.83677454213948
"1522"	"10"	"left"	"incongruent"	"left"	0.705081544429758
"3046"	"10"	"right"	"congruent"	"right"	0.321464133002198
"4246"	"10"	"right"	"congruent"	"right"	0.220452270280907
"3538"	"10"	"left"	"incongruent"	"right"	0.463155858796709
"634"	"10"	"left"	"congruent"	"left"	0.46483803115183
"4282"	"10"	"left"	"congruent"	"left"	0.388746930964184
"3946"	"10"	"left"	"congruent"	"left"	0.443446778042543
"4906"	"10"	"left"	"congruent"	"left"	0.749370436522352
"4522"	"10"	"left"	"congruent"	"right"	0.385822799262029
"2314"	"10"	"left"	"congruent"	"left"	0.598240918381008
"5278"	"10"	"right"	"incongruent"	"right"	0.191535507723264
"970"	"10"	"left"	"congruent"	"left"	0.501882227393057
"1198"	"10"	"right"	"incongruent"	"right"	0.297281131334426
"3802"	"10"	"left"	"congruent"	"left"	0.242613603246808
"262"	"10"	"right"	"congruent"	"right"	0.440425603027064
"4390"	"10"	"right"	"congruent"	"right"	0.267807958318856
"5470"	"10"	"right"	"incongruent"	"right"	0.251613013934831
"2866"	"10"	"left"	"incongruent"	"left"	0.555637258050731
"3094"	"10"	"right"	"congruent"	"right"	0.579319982389855
"1594"	"10"	"left"	"congruent"	"left"	0.340617179011501
"1402"	"10"	"left"	"congruent"	"left"	0.295058790117715
"5170"	"10"	"left"	"incongruent"	"left"	0.283103279633406
"1246"	"10"	"right"	"incongruent"	"right"	0.388192786217478
"2638"	"10"	"right"	"incongruent"	"right"	0.322893416776268
"4846"	"10"	"right"	"incongruent"	"right"	0.441371038712956
"1894"	"10"	"right"	"congruent"	"right"	0.382313000635821
"3214"	"10"	"right"	"incongruent"	"right"	0.268979564971738
"5050"	"10"	"left"	"congruent"	"left"	0.725345980729052
"586"	"10"	"left"	"congruent"	"left"	0.286945416429339
"3406"	"10"	"right"	"incongruent"	"right"	0.693817525393338
"3634"	"10"	"left"	"incongruent"	"left"	0.245772579087892
"4066"	"10"	"left"	"incongruent"	"left"	0.386156279077266
"1258"	"10"	"left"	"congruent"	"left"	0.250403653320198
"4414"	"10"	"right"	"incongruent"	"right"	0.522574300814109
"3250"	"10"	"left"	"incongruent"	"left"	1.07017685539249
"3454"	"10"	"right"	"incongruent"	"right"	0.588639765573569
"718"	"10"	"right"	"incongruent"	"right"	0.493721081348783
"2734"	"10"	"right"	"incongruent"	"right"	0.627844171162225
"1498"	"10"	"left"	"congruent"	"left"	0.247094962599002
"4438"	"10"	"right"	"congruent"	"right"	0.482618344037776
"442"	"10"	"left"	"congruent"	"left"	0.279155771577469
"1306"	"10"	"left"	"congruent"	"left"	0.446330689983657
"2782"	"10"	"right"	"incongruent"	"right"	0.690973548490687
"5194"	"10"	"left"	"congruent"	"left"	0.326943685599148
"130"	"10"	"left"	"incongruent"	"left"	1.95396887739375
"82"	"10"	"left"	"incongruent"	"left"	0.261045069768824
"5242"	"10"	"left"	"congruent"	"left"	0.780114472461374
"3034"	"10"	"left"	"congruent"	"left"	0.57440004920824
"1558"	"10"	"right"	"congruent"	"right"	0.450417125338077
"2902"	"10"	"right"	"congruent"	"right"	0.400409629849086
"4402"	"10"	"left"	"incongruent"	"left"	0.291313688769103
"4990"	"10"	"right"	"incongruent"	"right"	0.615841861778594
"3850"	"10"	"left"	"congruent"	"left"	0.600443408698824
"1822"	"10"	"right"	"incongruent"	"right"	0.538204283051124
"418"	"10"	"left"	"incongruent"	"left"	1.06953513446926
"3754"	"10"	"left"	"congruent"	"left"	0.273837802520905
"4786"	"10"	"left"	"incongruent"	"left"	0.349776407856097
"3430"	"10"	"right"	"congruent"	"right"	0.216292228822178
"4270"	"10"	"right"	"incongruent"	"right"	0.598463343371897
"2458"	"10"	"left"	"congruent"	"left"	0.537734433888884
"1018"	"10"	"left"	"congruent"	"left"	0.284192436289694
"2098"	"10"	"left"	"incongruent"	"left"	0.271573042249357
"3154"	"10"	"left"	"incongruent"	"left"	0.408571517340787
"166"	"10"	"right"	"congruent"	"right"	0.376600309354269
"4366"	"10"	"right"	"incongruent"	"right"	0.925123058330981
"2482"	"10"	"left"	"incongruent"	"right"	0.343788041832879
"4078"	"10"	"right"	"incongruent"	"right"	0.321741723307083
"2662"	"10"	"right"	"congruent"	"right"	0.296783667407662
"1738"	"10"	"left"	"congruent"	"left"	0.781748225601313
"454"	"10"	"right"	"congruent"	"right"	0.181540479848681
"274"	"10"	"left"	"incongruent"	"left"	0.548025292154011
"3586"	"10"	"left"	"incongruent"	"left"	1.05334197590874
"5218"	"10"	"left"	"incongruent"	"left"	0.58941658862589
"3502"	"10"	"right"	"incongruent"	"right"	0.999544855631198
"2494"	"10"	"right"	"incongruent"	"right"	0.313701575701094
"1942"	"10"	"right"	"congruent"	"right"	0.573432619122313
"2410"	"10"	"left"	"congruent"	"left"	0.350548614779081
"5062"	"10"	"right"	"congruent"	"right"	0.298439038274108
"814"	"10"	"right"	"incongruent"	"right"	0.740021980907245
"3622"	"10"	"right"	"congruent"	"right"	0.574877178601243
"2806"	"10"	"right"	"congruent"	"left"	1.39103662147689
"2374"	"10"	"right"	"congruent"	"right"	0.282105430438159
"4294"	"10"	"right"	"congruent"	"right"	0.294108274762734
"142"	"10"	"right"	"incongruent"	"right"	0.222869485924201
"1642"	"10"	"left"	"congruent"	"left"	0.381961569046059
"4318"	"10"	"right"	"incongruent"	"right"	0.182758469957531
"2446"	"10"	"right"	"incongruent"	"right"	0.882107281841261
"5290"	"10"	"left"	"congruent"	"left"	0.195210373288874
"2842"	"10"	"left"	"congruent"	"left"	0.668026579016009
"1210"	"10"	"left"	"congruent"	"left"	0.258513168056674
"4354"	"10"	"left"	"incongruent"	"left"	0.561811368517843
"3346"	"10"	"left"	"incongruent"	"left"	0.282953091979394
"3886"	"10"	"right"	"incongruent"	"right"	0.332830289063341
"2686"	"10"	"right"	"incongruent"	"left"	0.319070163499857
"4690"	"10"	"left"	"incongruent"	"left"	0.406609799521313
"1810"	"10"	"left"	"incongruent"	"left"	0.187580613898799
"334"	"10"	"right"	"incongruent"	"left"	0.732762263213866
"106"	"10"	"left"	"congruent"	"left"	0.333567494186056
"2122"	"10"	"left"	"congruent"	"left"	0.255253740972159
"2338"	"10"	"left"	"incongruent"	"left"	0.50130851075874
"4774"	"10"	"right"	"congruent"	"right"	1.57873391295685
"2062"	"10"	"right"	"incongruent"	"right"	0.451855589776424
"2566"	"10"	"right"	"congruent"	"right"	0.493493177640168
"1930"	"10"	"left"	"congruent"	"left"	0.596526541648796
"5434"	"10"	"left"	"congruent"	"left"	0.580319850752108
"646"	"10"	"right"	"congruent"	"right"	0.385403332198608
"5182"	"10"	"right"	"incongruent"	"left"	0.891225742353033
"4162"	"10"	"left"	"incongruent"	"left"	0.331735477449426
"3166"	"10"	"right"	"incongruent"	"left"	0.347503246540685
"3334"	"10"	"right"	"congruent"	"right"	0.513385953804838
"4486"	"10"	"right"	"congruent"	"right"	0.435869702408316
"1714"	"10"	"left"	"incongruent"	"right"	0.632654591509151
"2038"	"10"	"right"	"congruent"	"right"	0.27143518524641
"3118"	"10"	"right"	"incongruent"	"right"	0.673098381943274
"3682"	"10"	"left"	"incongruent"	"left"	0.506847970057593
"766"	"10"	"right"	"incongruent"	"right"	0.503128613479641
"1990"	"10"	"right"	"congruent"	"right"	0.26090318925475
"2398"	"10"	"right"	"incongruent"	"left"	0.220409557101716
"3058"	"10"	"left"	"incongruent"	"left"	0.608784756024834
"4582"	"10"	"right"	"congruent"	"right"	0.505915778787258
"1870"	"10"	"right"	"incongruent"	"right"	0.216964898510679
"1342"	"10"	"right"	"incongruent"	"right"	0.397576673856815
"562"	"10"	"left"	"incongruent"	"left"	0.401620913976238
"22"	"10"	"right"	"congruent"	"right"	0.536726970239149
"58"	"10"	"left"	"congruent"	"left"	0.32048853132359
"3718"	"10"	"right"	"congruent"	"right"	0.592789572546426
"1102"	"10"	"right"	"incongruent"	"right"	0.295982631517849
"5506"	"10"	"left"	"incongruent"	"left"	0.310775825844474
"3658"	"10"	"left"	"congruent"	"left"	0.46456554343501
"2506"	"10"	"left"	"congruent"	"left"	0.381527141872849
"2470"	"10"	"right"	"congruent"	"right"	0.217657893066908
"4966"	"10"	"right"	"congruent"	"right"	0.285098290243824
"1582"	"10"	"right"	"incongruent"	"right"	0.46940827835306
"1138"	"10"	"left"	"incongruent"	"left"	0.279767863518977
"2542"	"10"	"right"	"incongruent"	"right"	0.302201577533076
"3910"	"10"	"right"	"congruent"	"right"	0.613644644299977
"4210"	"10"	"left"	"incongruent"	"right"	0.455174664081947
"598"	"10"	"right"	"congruent"	"right"	0.422615827320381
"2242"	"10"	"left"	"incongruent"	"left"	0.310885535392193
"1834"	"10"	"left"	"congruent"	"left"	0.241203760253159
"4930"	"10"	"left"	"incongruent"	"left"	0.345509104373101
"2218"	"10"	"left"	"congruent"	"left"	0.234784405446583
"3562"	"10"	"left"	"congruent"	"left"	0.379413327116404
"4306"	"10"	"left"	"incongruent"	"left"	0.419586384898188
"3418"	"10"	"left"	"congruent"	"left"	0.402754653547243
"478"	"10"	"right"	"incongruent"	"right"	0.205603853796798
"4042"	"10"	"left"	"congruent"	"left"	0.257893612258985
"4918"	"10"	"right"	"congruent"	"right"	1.11789026603377
"358"	"10"	"right"	"congruent"	"left"	0.557525341424047
"3010"	"10"	"left"	"incongruent"	"left"	0.35162185076679
"5026"	"10"	"left"	"incongruent"	"left"	0.729744976903285
"214"	"10"	"right"	"congruent"	"left"	0.29015488521452
"2746"	"10"	"left"	"congruent"	"left"	0.246937995643931
"1042"	"10"	"left"	"incongruent"	"left"	1.10606053385815
"5446"	"10"	"right"	"congruent"	"right"	0.254051539623261
"574"	"10"	"right"	"incongruent"	"right"	0.582948680359698
"1114"	"10"	"left"	"congruent"	"left"	0.478146287888616
"70"	"10"	"right"	"congruent"	"right"	0.21709618344328
"4954"	"10"	"left"	"congruent"	"left"	0.600326434349415
"1174"	"10"	"right"	"congruent"	"right"	0.531411623011208
"4714"	"10"	"left"	"congruent"	"left"	0.376626629495419
"250"	"10"	"left"	"congruent"	"left"	0.22341220749935
"5458"	"10"	"left"	"incongruent"	"left"	1.6273845231089
"1066"	"10"	"left"	"congruent"	"left"	0.66799113804866
"3394"	"10"	"left"	"incongruent"	"left"	0.342526681017189
"286"	"10"	"right"	"incongruent"	"right"	0.245155532938427
"322"	"10"	"left"	"incongruent"	"left"	0.692437263599382
"3130"	"10"	"left"	"congruent"	"left"	0.305485159181439
"2614"	"10"	"right"	"congruent"	"right"	0.348877782221575
"1234"	"10"	"left"	"incongruent"	"left"	0.198331232606193
"4174"	"10"	"right"	"incongruent"	"right"	0.429608765747874
"2770"	"10"	"left"	"incongruent"	"left"	0.774674085785031
"5206"	"10"	"right"	"congruent"	"right"	0.557105705063224
"430"	"10"	"right"	"incongruent"	"right"	0.531242651171453
"3694"	"10"	"right"	"incongruent"	"left"	0.555575476490412
"982"	"10"	"right"	"congruent"	"right"	0.760101715707966
"4258"	"10"	"left"	"incongruent"	"left"	0.445402679730341
"1678"	"10"	"right"	"incongruent"	"right"	0.280094559226463
"1798"	"10"	"right"	"congruent"	"right"	0.351264981379378
"4054"	"10"	"right"	"congruent"	"right"	0.323042986611585
"2158"	"10"	"right"	"incongruent"	"right"	0.249337984545345
"3778"	"10"	"left"	"incongruent"	"left"	0.442280194972039
"4378"	"10"	"left"	"congruent"	"left"	0.312379309447994
"994"	"10"	"left"	"incongruent"	"left"	0.360109415037081
"2110"	"10"	"right"	"incongruent"	"right"	0.489381054678294
"1438"	"10"	"right"	"incongruent"	"right"	1.44147885083342
"2002"	"10"	"left"	"incongruent"	"left"	0.650927259199484
"1462"	"10"	"right"	"congruent"	"right"	0.243544114996432
"4726"	"10"	"right"	"congruent"	"right"	0.278513858890351
"1126"	"10"	"right"	"congruent"	"right"	0.703844496438159
"2326"	"10"	"right"	"congruent"	"right"	0.295851670040987
"3322"	"10"	"left"	"congruent"	"left"	0.328867875368863
"2518"	"10"	"right"	"congruent"	"right"	0.3347387872612
"382"	"10"	"right"	"incongruent"	"right"	0.212343052820142
"490"	"10"	"left"	"congruent"	"left"	0.249232138246387
"2290"	"10"	"left"	"incongruent"	"left"	0.294601223725406
"5338"	"10"	"left"	"congruent"	"left"	0.736782561633816
"3862"	"10"	"right"	"congruent"	"right"	0.229145270326814
"2890"	"10"	"left"	"congruent"	"left"	0.183768541891626
"862"	"10"	"right"	"incongruent"	"right"	0.414284932387444
"682"	"10"	"left"	"congruent"	"left"	0.442331105588979
"3790"	"10"	"right"	"incongruent"	"left"	0.880668882983434
"1030"	"10"	"right"	"congruent"	"right"	0.473521230810406
"4750"	"10"	"right"	"incongruent"	"right"	0.393608823943973
"3874"	"10"	"left"	"incongruent"	"left"	0.92226981016354
"886"	"10"	"right"	"congruent"	"right"	0.195874419197326
"670"	"10"	"right"	"incongruent"	"right"	0.798257079978592
"1222"	"10"	"right"	"congruent"	"right"	0.422424227347583
"5482"	"10"	"left"	"congruent"	"left"	0.579132631135755
"2386"	"10"	"left"	"incongruent"	"left"	0.668692992109364
"3286"	"10"	"right"	"congruent"	"right"	1.38676169275936
"5002"	"10"	"left"	"congruent"	"left"	0.42162123301653
"5230"	"10"	"right"	"incongruent"	"right"	0.525846359198835
"1366"	"10"	"right"	"congruent"	"right"	0.31460232494012
"1666"	"10"	"left"	"incongruent"	"left"	0.234772258268102
"4762"	"10"	"left"	"congruent"	"left"	0.477670700685862
"4150"	"10"	"right"	"congruent"	"right"	0.568467741936858
"3610"	"10"	"left"	"congruent"	"left"	0.52890642109937
"1846"	"10"	"right"	"congruent"	"right"	0.188895800494961
"4090"	"10"	"left"	"congruent"	"left"	0.427400604391559
"3982"	"10"	"right"	"incongruent"	"right"	0.323382968908403
"3070"	"10"	"right"	"incongruent"	"right"	0.237906755628258
"2530"	"10"	"left"	"incongruent"	"left"	0.429165044076953
"1330"	"10"	"left"	"incongruent"	"left"	0.278857681170419
"3190"	"10"	"right"	"congruent"	"right"	0.314378022767383
"2134"	"10"	"right"	"congruent"	"right"	0.287229709579234
"5362"	"10"	"left"	"incongruent"	"left"	0.264584146757128
"1090"	"10"	"left"	"incongruent"	"left"	0.9052364741358
"4006"	"10"	"right"	"congruent"	"right"	0.589614945234086
"4222"	"10"	"right"	"incongruent"	"left"	0.387828487257823
"1282"	"10"	"left"	"incongruent"	"left"	0.323517119771962
"3646"	"10"	"right"	"incongruent"	"right"	0.833635671999754
"1294"	"10"	"right"	"incongruent"	"right"	0.416385558123672
"5074"	"10"	"left"	"incongruent"	"left"	0.607297007759919
"2974"	"10"	"right"	"incongruent"	"right"	0.767280444754215
"3670"	"10"	"right"	"congruent"	"right"	0.489196226249802
"3238"	"10"	"right"	"congruent"	"right"	0.359231270920077
"3826"	"10"	"left"	"incongruent"	"left"	0.324440159727408
